Username,Tweet,Retweet_Count,Favourite_Count,Date
=@truthsayer7777,Another Wuhan hospital chief is struck down with coronavirus https://t.co/6Jz65CbJOk via @MailOnline,0,0,20 40 2020 08:40.AM
=@Jadore_Les_Rose,India to the rescue... https://t.co/LBeEC8hM24,1,2,20 39 2020 08:39.AM
=@times_somali,Kenya: Families want loved ones in Wuhan evacuated https://t.co/IVOlbOPbSw https://t.co/Bb7Qz3JlMM,0,0,20 39 2020 08:39.AM
=@OAK77uk,Fujita Medical University Okazaki Medical Center is a hospital before opening. Opening the hospital ahead of schedule.   He says he will accept patients who are positive for Wuhan pneumonia but have not developed it. 1 of 2 https://t.co/wXqKV2l1Kr,0,0,20 39 2020 08:39.AM
=@DrWrunakas,"Chinese Woman Makes Stunning Claims About What&#039;s Happening With The Coronavirus In Wuhan, China! - https://t.co/HwvwmI8oan via @Worldstar #WSHH #WORLDSTAR  @MIGOP @realDonaldTrump @DonaldJTrumpJr @IvankaTrump",1,0,20 39 2020 08:39.AM
=@FalseFlagJoe1,"=@Trump2082259147 Hopefully in Wuhan, China...",0,1,20 39 2020 08:39.AM
=@eaglesdontfloc2,@no_itsmyturn Also #wuhan #CCP_is_terrorist #CoronavirusOutbreak #CoronavirusOutbreak #ChinaVirus #CHINA,0,1,20 39 2020 08:39.AM
=@PairsonnalitesU,"Stigmabase —  'To Tame Coronavirus, Mao-Style Social Control Blankets China': A novel respiratory virus that originated in Wuhan, China, has spread ... which offers a glimpse of Wuhan, China, a city of 11 million that has been at ... View article... https://t.co/tbyvKDE4Le",0,0,20 39 2020 08:39.AM
=@JTMgirl2017,China deploys 40 incinerators to Wuhan amid fears of coronavirus death toll 'cover up' - Daily Star https://t.co/dWElM2lvGp,0,0,20 38 2020 08:38.AM
=@MissMaga2016,Now there are rumors that #1MDB fugitive Jho Low may have been in #Wuhan.   Are we going to end up hearing a claim that he died of the Coronavirus?   https://t.co/SJLkTHgNbJ,3,2,20 38 2020 08:38.AM
=@PaulMort6,=@CindyKendrick11 fly with Kobe Bryant. lick doornobs in the Wuhan province of China..,0,0,20 38 2020 08:38.AM
=@STERLING9798,Gordon Chang: It is possible the coronavirus came from secret Wuhan bio lab | Fox News Video https://t.co/0arJQjPaw0,0,0,20 38 2020 08:38.AM
=@prem_kandhai,@MFA_China @BorisJohnson @EmmanuelMacron In Xi Jinping We Trust.?????Keep fighting China.Keep fighting Wuhan.Victory is Certain.The Sun Shall Rise Bright Red Again????? https://t.co/LXEJA6E9Gi,0,0,20 37 2020 08:37.AM
=@PerthWAustralia,This bacteria-killing UV light robot helps a Wuhan hospital diagnose #coronavirus patients. It disinfects its CT scanner to prevent cross-contamination https://t.co/N0vrBG0Rwg  #COVID2019 #COVID19 https://t.co/b3yRLBJ1HP,2,2,20 37 2020 08:37.AM
=@Michell82968785,Animal Rescuers Are Breaking Down Doors Of Private Apartments To Rescue Animals Left Behind Due To Coronavirus Outbreak | Bored Panda https://t.co/dxNmEbpbX1,0,0,20 37 2020 08:37.AM
=@ClintWe14666805,@Control7007 @Wuhan_Clan The depopulation of China is well underway. ?,0,1,20 37 2020 08:37.AM
=@HeknowsmyName77,Apocalypse Now: Is Wuhan Virus the Opening Shot in World War III? https://t.co/wo8Kc5skrC via @YouTube,0,0,20 37 2020 08:37.AM
@109qk,"Weeks?

Wuhan went from 100 #COVID19 cases to 544 in 20 days. On 23 Jan lockdown

With Japan, South Korea and Iran spiraling now, would we have a global lockdown? I doubt it

Better: Freeze asap all clocks around the world 30 days and nobody travels. https://t.co/gJSsgGAfYP",1,4,20 37 2020 08:37.AM
=@ReelProgress,@TheRightMelissa Oh come on.  The next thing you'll be telling us is that the Novel Coronavirus was manufactured in a Wuhan lab a few hundred yards from the seafood market;),0,1,20 37 2020 08:37.AM
=@Nappers824,"That's because they boarded people up in their homes forcing self-quarantine.

 The 1,600-bed Wuhan coronavirus hospital that China panic-built in a few days is less than half full 11 days after it opened https://t.co/G2AjoFIo1c #SmartNews",0,0,20 36 2020 08:36.AM
=@TeamSTM777,"In The End Time Headlines @EndTimeHeadline, China deploys 40 incinerators to Wuhan amid fears of #Coronavirus death toll ‘cover up’

https://t.co/BjQVEoSJEC

A report's indicating that the furnaces have been shipped to the city amid ongoing fears the death toll's being covered up",0,0,20 36 2020 08:36.AM
=@Control7007,Is this @Wuhan_Clan’s office? https://t.co/3WWfkELcVE,1,3,20 36 2020 08:36.AM
=@purestar777,CHINESE CROSSING BORDER FLEEING CORONAVIRUS AND THE CCP #CORONAVIRUS #WUHAN #PLAGUE #COV19 https://t.co/me9BGXf5hw via @YouTube,0,0,20 36 2020 08:36.AM
=@collisionguydi1,Emergency Notice In Wuhan China To Citizens https://t.co/MIG0NYMh4Q via @YouTube,0,0,20 36 2020 08:36.AM
=@conserv53759874,"@BretBaier @MikeEmanuelFox Really? Most folks would rather lick a door knob in Wuhan China, than watch that crap. https://t.co/88e7cfgTco",0,0,20 36 2020 08:36.AM
=@quinnrob76,China deploys 40 incinerators amid fears of coronavirus death toll 'cover up' https://t.co/HBmveS5Q8Z,0,1,20 36 2020 08:36.AM
=@AlbionsSeed,China Deploys 40 Mobile Incinerators To Wuhan: Report | Zero Hedge https://t.co/PmLcOpThgU,3,1,20 35 2020 08:35.AM
=@poandpo,"China reports 1,749 new confirmed cases of Wuhan coronavirus infection, 136 new deaths https://t.co/gMnlPSzndC #Health https://t.co/eQQT8822Zi #517",0,0,20 35 2020 08:35.AM
=@LeeAnneP8,"Wow! I highly recommend this NüVoices podcast. @rzhongnotes provides a brilliant, comprehensive analysis of the #COVID19 outbreak, touching on surveillance, media coverage, censorship, education, economic impact, politics... 
#Wuhan local, global vision. https://t.co/L3YXR81PUr",0,1,20 34 2020 08:34.AM
=@the_paper_link,"Trend new: *Hoehl S* et al (N Engl J Med) __Evidence of SARS-CoV-2 Infection in Returning Travelers from Wuhan, China__
https://t.co/dO8EsuIIEu",0,0,20 34 2020 08:34.AM
=@PatriceBoivin,https://t.co/AvJturCrFt  40 extra incinerators and disinfecting remote controlled tanks. @davidpugliese @pierrebourque,0,0,20 34 2020 08:34.AM
=@dianna24237,=@catturd2 take a slow boat to Wuhan China,0,1,20 34 2020 08:34.AM
=@djpaulolobo,"#CoronaVirus #COVID19 #PeopleOfChina #Wuhan #China A message from a #Citizen wake up All China Citizens!!"" she said https://t.co/wB2MgbCAbN via @YouTube",0,1,20 34 2020 08:34.AM
=@Control7007,=@schtev69 @Wuhan_Clan He’s a  survivor Schtev,0,2,20 34 2020 08:34.AM
=@chadbasedmike,"BREAKING NEWS: Experts predict that XRP was conceived in a dark alley in the Wuhan Ass Fudge Market. A disease ridden butt splodge open wet market. Here a lot of ICOs also originated. XRP however, was the splodgiest of runny tyrannical poop.",0,16,20 34 2020 08:34.AM
=@sj79403768,"@practicingmind_ The two pictures took place at different times and places and had different causes. I'm not Sherlock Holmes, but if you pay a little attention to the Hong Kong riots of the past year and the wuhan pneumonia of this year, you'll know the fundamental difference.",0,0,20 34 2020 08:34.AM
=@dailystar,China deploys 40 incinerators to Wuhan amid fears of coronavirus death toll 'cover up' https://t.co/mUQqCOtU8j,1,1,20 34 2020 08:34.AM
=@PerthWAustralia,"40 mobile crematorium ovens were brought to #Wuhan.
Total burning capacity of 5 tons per day
???
#coronavirus https://t.co/lbZvtIkshA

#COVID2019 #COVID19
If correct, That's a vast capacity for the declared 2,100 dead. And with the 10 Wuhan Funeral Homes already cremated many... https://t.co/syTMvP6x9x",2,5,20 33 2020 08:33.AM
=@Jagawraith,@seeker401 The Wuhan hospital chief that died of this flu recently was 51 and the doctor that tried to get the word out early was 34...,0,0,20 33 2020 08:33.AM
=@lawrence97431,"@JasonEBurack @biancoresearch I'm in Wuhan, and agree with those of your remarks I've seen, except this one ""Hardly anyone prepared in advance...""

Everyone stocks up like crazy every year in the days leading into the Chinese New Year break, which coincided with the virus-related lockdown this year.",0,0,20 33 2020 08:33.AM
=@gotacj5,"=@klr_guy @COVID19__News it’s okay, there’s No more COVID19 in Wuhan. the CCP told me.",0,0,20 33 2020 08:33.AM
=@MonikaGron,Wuhan hospital head dies from coronavirus; Doctors knew virus contagious... https://t.co/ocBkfmHjnS przez @YouTube #coronavirus,0,0,20 33 2020 08:33.AM
=@Control7007,@Ken88813 @Wuhan_Clan @LMDRCMP Stay on #3 rd. Kenny. And try to be a bit more positive,0,1,20 33 2020 08:33.AM
=@JChengWSJ,"In Wuhan, Katy Liang, a pregnant 35-year-old, suffers from the increased risk of blood clots and miscarriage, requiring frequent doctor's visits. But she can't get care these days. “I cried out loud several times at home, for my city and for my baby.""
https://t.co/h8CXqmmPHH",8,15,20 33 2020 08:33.AM
=@foiledenvy,"@swegSoHardIYolo They're implying those shipping containers are portable incinerators intended for animals, and 40 of them have been brought into Wuhan.",0,0,20 33 2020 08:33.AM
=@QuatrainGleam,"@dragoon347 @Laurie_Garrett @DrEricDing @ScottGottliebMD If Westerners start seeing the types of videos that emerged from Wuhan the week before the quarantine and Great Firewall of China lockdown, we will panic whether or not our govt wants us to.

I can't imagine it's even possible to firewall Manila if the bug got hungry there.",1,4,20 32 2020 08:32.AM
=@Cara_TXZEAL,"Interesting read ... from Wuhan Institute of Virology seeking to squash 6 ""rumors"". 

1st post in forum is re the letter they put out  yesterday and NOTE >>> May 5 identification date. 

Translation error or? 

EXCERPT only below

https://t.co/qht0iX3RCw https://t.co/J1ExwXXOsM",0,3,20 32 2020 08:32.AM
=@prem_kandhai,=@Fatpigvanessa @WSJ in Xi Jinping We Trust.?????Keep fighting China.Keep fighting Wuhan.Victory is Certain.The Sun Shall Rise Bright Red Again?????,0,2,20 32 2020 08:32.AM
=@tidepot,@SirMosleyDrip3 @jamaIkhashoggi 24/7 cremation story in wuhan i wrong...,0,0,20 32 2020 08:32.AM
=@MarkVernica,Gordon Chang: It is possible the coronavirus came from secret Wuhan bio lab |  https://t.co/noeiEktulG,0,0,20 32 2020 08:32.AM
=@Control7007,=@Wuhan_Clan @CTVVancouver @bard81 @TimHortons @ToscasReturn please contact the manager at the location This occurred at.,0,3,20 32 2020 08:32.AM
=@MsiaChronicle,BOMBSHELL - 'SECRET MURDER SQUAD' WITHIN MALAYSIA'S SPECIAL BRANCH? REPORT REVEALS 17 'PERSONS OF INTEREST' IGNORED BY COPS IN ALTANTUYA'S SHOCK C4 MURDER PROBE - EVEN AS THE IGP BUSIES HIMSELF WONDERING IF JHO LOW HAS CAUGHT 'WUHAN VIRUS' https://t.co/MnPDgl4KpI,4,3,20 32 2020 08:32.AM
=@CynthiaCWoods,#Censorship. WOW! The Chinese government #CCP is worried. Why?  Do not start rumors and do not believe rumors. If you leak information you will be quickly and severely punished. #CoronavirusOutbreak #Wuhan https://t.co/CWJlSGPQLb,0,2,20 31 2020 08:31.AM
=@WhiskyPriors,=@scotty_likes_it DID it say petition to nuke Wuhan?,0,0,20 31 2020 08:31.AM
=@AntoinetteZim13,Breaking News and Information with a strong bias for telling the truth. Censored news and analysis that you won't find anywhere else. https://t.co/93J18w39ES,0,0,20 31 2020 08:31.AM
=@RightToWalk1,@MishDeeJohnson The Wuhan lab was set up in the 1950s so it wasn’t that much of a stretch of intellect and sci fi imagination .. this doesn’t mean as much as u think it does. #coronavirus,0,4,20 31 2020 08:31.AM
=@zhengcafe,We got you covered!  #zhengcafe #zhengcafeseattle #chinesefood #chinesefoodseattle We ? you Wuhan! https://t.co/8UXtMSkequ,1,4,20 30 2020 08:30.AM
=@prem_kandhai,=@shiroihamusan @WSJ in Xi Jinping We Trust.?????Keep fighting China.Keep fighting Wuhan.Victory is Certain.The Sun Shall Rise Bright Red Again?????,0,0,20 30 2020 08:30.AM
=@Section_131,"@ScottGottliebMD @Laurie_Garrett @QuatrainGleam @DrEricDing iirc, 800 people were evacuated from Wuhan with the State Apartment. Their 14 days will be up at the end of the week. I find it very strange that we haven't added a SINGLE case since what, the 5th?",0,0,20 30 2020 08:30.AM
=@HenryFielding3,=@agoodfireburns that’s a bingo. with being out in China and having good local friends in the Wuhan lockdown I’ve seen how it has been handled since early doors. the data that is not really readily available is concerning death and No morbidities.,0,0,20 30 2020 08:30.AM
=@deanseddoncom,"The coronavirus spreading in China and the SARS outbreak of 2003 have two things in common: Both are from the coronavirus family, and both were passed from animals to humans in a wet market. #entrepreneurship #leadership #digitalmarketing https://t.co/hIRIvXYj9i via @biaus",1,0,20 30 2020 08:30.AM
=@blackseraphim2,"@RebbeTakes @c_cgottlieb @Roy_Cam @cyr_actual @EternalRiteWing @BackReluctantly @KellyRek @Chanel5 ""Infections with bat-origin coronaviruses (CoVs) (severe acute respiratory syndrome CoV [SARS-CoV] and Middle East respiratory syndrome CoV [MERS-CoV]) have caused severe illness in humans after 'host jump' events.""

Find this quote and 50 research papers:
https://t.co/WStfOlvFpi",1,0,20 30 2020 08:30.AM
=@LiWenliangAHero,"=@shanghaidaily if all the medical teams of Wuhan, how Do they manage the billion of ppl elsewhere in China?",0,1,20 30 2020 08:30.AM
=@JamesMDavis10,China deploys 40 incinerators amid fears of coronavirus death toll 'cover up' https://t.co/RSdXYUKTQP,0,1,20 30 2020 08:30.AM
=@jamiemork5,=@catturd2 lick doorknobs at the Wuhan Hospital.,0,0,20 30 2020 08:30.AM
=@TPE_connect,Book predicted Wuhan coronavirus 40 years ago.... || #Coronavirus #Wuhan #China #COVID #CoronavirusOutbreak #CoronavirusChina #Corona #WuhanCoronavirus #COVID19 https://t.co/qzYrluJAw4,1,1,20 30 2020 08:30.AM
=@ccplus,"More than 30,000 pets have been left stranded after the Chinese government sealed off Wuhan following the #coronavirus outbreak ? https://t.co/wJHkV0Ji5c",13,18,20 30 2020 08:30.AM
=@ImStormyKnight,"@SignalsBroken Thats fine, but I need to advise you the numbers may not be correct.
Previously we have just been subtracting the Wuhan from the Hubei. This doesn't take into account the reductions...

So the trend has been accurate but the precise numbers have not.... https://t.co/KEeA9Eo6hG",0,1,20 29 2020 08:29.AM
=@truthsayer7777,Chinese film director Chang Kai and family die from coronavirus https://t.co/k4Kh8iDPDd,0,0,20 29 2020 08:29.AM
=@araikazuhiro88,"Many countries paid enormous amounts of money for evacuating, testing, and treating those who were involved in the Wuhan coronavirus. These countries should unite to make China bear all the amounts by controlling its military expansion. https://t.co/bNtkjppS1c",0,0,20 29 2020 08:29.AM
=@ComptonCoconut,"Do you really think China would deploy 40 mobile crematoriums to Wuhan if there were only 2,000 dead? 

Do you really think China would hire 1,600 people to go online and do damage control if they were reporting true stats? https://t.co/O4qxHIGHXp",0,2,20 29 2020 08:29.AM
=@Stardust_1416,@Real_EllieBrown @rchmo1776 @inannaannani4 So in Sept 2019 Wuhan did a #Coronavirus drill at the airport  https://t.co/mgffWqx0cI,2,3,20 29 2020 08:29.AM
=@yawn_sea,"for Osmanthus' next book, production has moved to Midwest US. who knows when I'll be back in Wuhan, but for now books coming soon, @joshuarothes book William Atlas is available March 17 https://t.co/KE8vRh44tp",2,6,20 29 2020 08:29.AM
=@mikesgreat,What Is REALLY Happening In Wuhan???? https://t.co/yVui7ozgPV via @YouTube,1,0,20 29 2020 08:29.AM
=@prem_kandhai,@WSJ In Xi Jinping We Trust.?????Keep fighting China.Keep fighting Wuhan.Victory is Certain.The Sun Shall Rise Bright Red Again????? https://t.co/uKbI963pXa,0,0,20 28 2020 08:28.AM
@5goalthriller,"Think I’d rather travel to Wuhan and lick some door handles, thanks. https://t.co/PQp0L8hTEz",0,4,20 28 2020 08:28.AM
=@Ultim8Boon,@MisterAntiBully Source: https://t.co/TTI64RujkR,0,2,20 28 2020 08:28.AM
=@GeneralRed5,TOLD YOU   SMOKING GUN: China Bought Weaponized Wuhan Virus From US https://t.co/AGrYpfpgmI,0,0,20 28 2020 08:28.AM
=@phi9music,=@IilgHos I had a dream last night I was in Wuhan LOL,1,1,20 28 2020 08:28.AM
=@skboz,"@GJones46623615 @Education4Libs @mitchegan20 the virus that mainly kills 60yrs + elderly people was set loose in wuhan, to stop the protests of teenagers in hongkong that makes sense.

why do all those right wingers always have dad bods like patrick LOL https://t.co/nVlg6cYU8E",0,1,20 28 2020 08:28.AM
=@TomthunkitsMind,?How Life Goes In Wuhan...??? #coronavirus  COVID19 https://t.co/vB0SzLY8Kg via The_World_Is_Y #WednsdayWisdom,3,7,20 28 2020 08:28.AM
=@EssB20,"1 family, 4 deaths: The danger of self-quarantining at home.

Professor at Wuhan's Huazhong University of Science and Technology says ""home quarantine could spark clusters of cross-household and cross-community infection""

#Covid19usa
#CoronavirusOutbreak

https://t.co/Z8r7jiHfhD",1,1,20 28 2020 08:28.AM
=@OCatholic,"@JonahofNinevah I've been checking in at about 8AM Wuhan time on the https://t.co/z7eD0KBKz9 site looking at the SO2 levels daily since somebody noted it.  Levels just north of town are in the 700-800s each time.  However, similarly to just north of Chongqing too.  Factories or bodies?",0,1,20 27 2020 08:27.AM
=@kris0594184,"=@Mugisalty stop talking about Wuhan pneumonia,please!its pneumonitis caused by a novel coronavirus.Please understand the people in Wuhan or in China",0,0,20 27 2020 08:27.AM
=@Newmie800,"=@catturd2 travel to Wuhan, China and have the locals line up to cough in my face and spit in my food and drink.",0,1,20 27 2020 08:27.AM
=@JozsefBakk,"@AmyChen28041778 @UNNTV1 Your logic so childish! You probably belong to one of 50 cent army. With your logic Wuhan hospital very big and nice , well equipped  but and there’s no problem",0,0,20 27 2020 08:27.AM
=@agimediata,Francis Boyle Wuhan Coronavirus Biological Weapon The Truth Interview https://t.co/0PagX3OxDJ via @YouTube,0,0,20 27 2020 08:27.AM
=@SPBrancier,UN Troops Featured in World Military Games in Wuhan China Weeks Before C... https://t.co/9Of8vaEWki via @YouTube,0,1,20 27 2020 08:27.AM
=@watticedis,im so sad for my hometown wuhan,0,0,20 27 2020 08:27.AM
=@araikazuhiroe88,"Many countries paid enormous amounts of money for evacuating, testing, and treating those who were involved in the Wuhan coronavirus. These countries should unite to make China bear all the amounts by controlling its military expansion. https://t.co/ebT5rpuM3p",0,0,20 27 2020 08:27.AM
=@Wuhan_Clan,"@CTVVancouver This wont affect me anyways. I don't spend my moneys at that sh!thole ....
@bard81 @TimHortons @ToscasReturn @Control7007",1,9,20 26 2020 08:26.AM
=@didiaskdidiask,@JeanC_L @hanskeklut @REALNEWS2100 @jenniferatntd Tell that to Bill & Melinda gates fnd. They funded Wuhan's BSL-4 lab.,0,1,20 26 2020 08:26.AM
=@Redisthenewbla3,"@SecPompeo @WSJ CCP plays the racist card when it was them who covered up on the outbreak and caused this global health crisis.

Chinese ppl are the real “racist” against each other. Wuhan ppl conceal where they are from, & when they are found out they get beat up & chased out by fellow Chinese",0,9,20 26 2020 08:26.AM
=@K_PoP_AnGeL,SMOKING GUN: China Bought Weaponized Wuhan Virus From US https://t.co/9VlnzabJzj,0,0,20 26 2020 08:26.AM
=@JohnMartin_re,=@jenniferatntd scientists Wengshi Li and Xin Yige both helped engineer or isolate coronaviruses specifically from bats a few years and Then both ended up working at the Wuhan Institute of Virology. Pure coincidence I’m sure.,5,15,20 26 2020 08:26.AM
=@r__worldnews,Researchers pinpoint facility near Wuhan seafood market as possible ground zero https://t.co/PVGCraCqRw,2,0,20 26 2020 08:26.AM
=@effort1972316,"One of the directors of Wuhan Hospital Liu Zhiming died of Covid-19 infection, and his wife said goodbye to him. https://t.co/0MDeA21eC6",0,0,20 26 2020 08:26.AM
=@LateNightCam,Coronavirus Wuhan diary: 'He got a hospital bed three hours before he died' - BBC News https://t.co/TfrWc2RMtX,0,2,20 25 2020 08:25.AM
=@SignalsBroken,=@ImStormyKnight  hi mate. Id like to Tweet your chart you made on hubei non Wuhan Newly reported cases. I took a photo.    would that be ok. I will Source you.,0,0,20 25 2020 08:25.AM
=@oober_g,@KariLakeFox10 @realDonaldTrump You should hold a rally in Wuhan. You would get the bigliest crowd ever!!,0,0,20 25 2020 08:25.AM
=@JesusIsUrKing,=@catturd2 take a scenic tour of Wuhan China,0,0,20 25 2020 08:25.AM
=@davehodgesCSS,"China invokes HOLOCAUST HORRORS as 40 mobile incineration ovens are deployed in Wuhan, labeled for disposal of “animal corpses” https://t.co/zXR7urGVLR",1,0,20 24 2020 08:24.AM
=@Basquelady2u2,Coronavirus Live Updates: Beijing Expels 3 Reporters Over Virus Coverage  https://t.co/Vvuf7V3ZTS,0,0,20 24 2020 08:24.AM
=@bonapham0422,China's military bio weapon expert 'take over virus lab in Wuhan' https://t.co/yBn9GQ9gBh via @MailOnline,1,0,20 24 2020 08:24.AM
=@GretchenAPeck,She Left Wuhan to Become a Journalist. She’s Back in Time to Get the Story. https://t.co/QgqIC6oZ2q,0,0,20 24 2020 08:24.AM
=@schtev69,Pray for @Wuhan_Clan https://t.co/eLddM79b5O,1,9,20 24 2020 08:24.AM
=@republic,COVID-19: Parents of Pak students stuck in China's Wuhan city protest in Islamabad https://t.co/1Gf0rsjJoj,2,11,20 24 2020 08:24.AM
=@ThibaultPoirie7,"@BNODesk How can we trust China when we see the situation in South Korea, Japan.. even IRAN! is scared as fuck. They keep lying with their 13 new cases in Hubei which doesn't include Wuhan, communism is the last thing we needed during this crisis.",0,4,20 24 2020 08:24.AM
=@GovOneStop,"79 more #coronavirus cases on Diamond Princess cruise ship

https://t.co/e4bzGRTd54

Total cases - 621
60 Americans infected on ship - 46 in Japan, 
14 more evacuated.

#alerts #travel #health #CoronavirusOutbreak #Wuhanvirus #WuhanCoronavirusOutbreak #Wuhan #2019nCoV #COVID19 https://t.co/2aNE4u0sPr",0,1,20 24 2020 08:24.AM
=@Odd_Libertarian,"@arzubarsk @wwoowy @TheLancet @PeterDaszak @JeremyFarrar @EcoHealthNYC @CMRturner @c_drosten @juan_lubroth @HumeField Interesting how in that article they mention Ralph S Baric but not Zhengli-Li Shi, whom corroborated in the research and who also works for the Wuhan Institute of Virology ?

https://t.co/l5oYD4Um7N",1,5,20 24 2020 08:24.AM
=@Czarcraft_,What Is REALLY Happening In Wuhan???? https://t.co/WPnYqXh683 via @YouTube #Coronavirus #Wuhan #China #LiberalismIsAMentalDisorder #BillGates #MAGA2020 #MAGA #KAG2020 #KAG,1,2,20 24 2020 08:24.AM
=@AOECOIN,ATTENTION WORLD: Some of my factory contacts in #China are back at work particularly in the South of China 800+ ish KM away from #Wuhan Epicenter. #Chinese will keep working. U can’t keep a robot ? from his post after all What else would it do? You can only play so much mahjong!,1,3,20 24 2020 08:24.AM
=@OurReporter,Breaking: A Zimbabwean woman who travelled from China has been quarantined at a hospital in Harare after testing negative in Wuhan city #CoronavirusOutbreak https://t.co/YObsz62Dc9,1,2,20 24 2020 08:24.AM
=@SecretNews,"Japanese Epidemiologist Blasts “Chaotic” Conditions Onboard The ‘Diamond Princess’ – China Expels 3 WSJ Reporters Over “Racist” Opinion Piece – Expats Flee Hong Kong Over Protests, Coronavirus 

https://t.co/qmaz2seVgT

#BreakingNews",2,0,20 23 2020 08:23.AM
=@SecretNews,First coronavirus patient had NO connection to Wuhan seafood market – so did the disease start elsewhere? – CDC Issues Hong Kong Travel Advisory; Dems Demand Trump Reimburse States Battling Coronavirus   https://t.co/qmaz2seVgT  #BreakingNews,1,0,20 23 2020 08:23.AM
=@SecretNews,"Wuhan Mother Speaks Out: “No Beds, No Medicine, All Lies”; “I know it is dangerous for me to speak out. But I can’t take it anymore, I cannot…” 

https://t.co/qmaz2seVgT

#BreakingNews",1,0,20 23 2020 08:23.AM
=@SecretNews,Thousands Ordered To Work From Home As Experts Warn Japan Is “On The Cusp Of A Large Outbreak” – 26 people quarantined in Westchester County NY over coronavirus concerns (Video)   https://t.co/qmaz2seVgT  #BreakingNews,1,0,20 23 2020 08:23.AM
=@Inaliberata1,"China has built 113,000 5G base stations and the number is expected to reach 130,000 by the end of the year (2019)
https://t.co/iUeLovGwAE
WUHAN-10.000 5G STATIONS, BEIJING -14,000 ,50 cities-50.000 5G BASE STATIONS https://t.co/JMbsvfppbk https://t.co/7sCmhYpL8a",0,0,20 23 2020 08:23.AM
=@Education4Libs,I made another video today & this one is pretty important.  “What Is REALLY Happening In Wuhan????”  Please share this & subscribe to my YouTube channel. Thanks! ???  https://t.co/UySrqAEHxk,307,539,20 23 2020 08:23.AM
=@SecretNews,China Deploys 40 Mobile Incinerators To Wuhan – Coronavirus Kills 2 In Iran; Shocking Video Shows Quarantine Violaters Being Herded Into “Reeducation Camp” – China To Change Coronavirus “Infection” Definition Again In Pursuit Of Fewer Cases  https://t.co/qmaz2seVgT  #BreakingNews,2,0,20 23 2020 08:23.AM
=@olivermeixner,"@SenTedCruz @JoeTalkShow There is a market in Wuhan China where Hillary s Server,all of her 30K emails https://t.co/zZjScpyUS5 the same box you will find a contract between Ukraine, Crowdstrike, Comey, McCabe, page, detailing how they would get Trump elected just to get him impeached. Go fetch!",1,1,20 23 2020 08:23.AM
=@bMB3UlwwxjqYmfM,"If Wuhan were the primary source, cruise ships anchored in Japanese ports would be the secondary source.  A politician who is trying to hide the fact that the bureaucracy has no way to deal with the disease and has merely increased the number of infected people.",0,0,20 23 2020 08:23.AM
=@WickyWong3,"At #Yokohama #Japan, #HongKong arranged a flight and buses by the tax we paid, to evacuate HongKongers on #DiamondPrincess  cruise. And #China consulate took this chance for its propaganda. Rubbish country, absolutely rubbish.
#Coronavirus
#WuHan 
#WuHanPneumonia
#ChinaVirus https://t.co/eiCNrEVQ1F",0,1,20 23 2020 08:23.AM
=@CurtisSChin,"All eyes might be on the #DemDebate in #Vegas, but check out #Macau—the No1 #gaming center in the world (at least before the #Wuhan virus outbreak. My view (pre-#coronavirus)… https://t.co/zq4DElaAc7",0,1,20 23 2020 08:23.AM
=@MCW530,It is possible the coronavirus came from secret Wuhan bio lab  #DemocraticDebate #Coronavirius #WuhanCoronavirus #WuFlu #WuhanFlu #COVID2019  https://t.co/PzBt3tBFDr,0,0,20 23 2020 08:23.AM
=@LindseyMermaid,@TAMARAJUANA It’s basically just the Wuhan at this point ?,0,0,20 23 2020 08:23.AM
=@Vanessa11510588,The Dean Koontz book from 2013 had a recent change with the prediction of the Wuhan virus inserted in it. The older version didn't have it. Now why did he go and do that?,0,0,20 23 2020 08:23.AM
=@dekwadepsych,China Deploys 40 Mobile Incinerators To Wuhan: Report | Zero Hedge https://t.co/Uu5aQBoGWS,1,1,20 23 2020 08:23.AM
=@Movealongu,"China invokes HOLOCAUST HORRORS as 40 mobile incineration ovens are deployed in Wuhan, labeled for disposal of “animal corpses” – https://t.co/JVQHfFfY4r https://t.co/cXcgu5wF2r",0,0,20 22 2020 08:22.AM
=@prem_kandhai,@globaltimesnews In Xi Jinping We Trust.?????Keep fighting China.Keep fighting Wuhan.Victory is Certain.The Sun Shall Rise Bright Red Again????? https://t.co/vTUHfdnWfR,0,0,20 22 2020 08:22.AM
=@Retirednow72,Gordon Chang: It is possible the coronavirus came from secret Wuhan bio lab |  https://t.co/S947mluMAm,0,0,20 22 2020 08:22.AM
=@NancyFe28442406,Francis Boyle Wuhan Coronavirus Biological Weapon The Truth Interview https://t.co/Sd3j0eiqpK via @YouTube,0,1,20 22 2020 08:22.AM
=@MenendezRand,"'Inspectors in protective suits have been going door to door in Wuhan in an effort to find every infected person, the AP reports. Wednesday marked the final day of a campaign to root out anyone with symptoms whom authorities may have missed so far.'
https://t.co/hFXD9HB9hx",1,1,20 22 2020 08:22.AM
=@officialmmw,@begottensun To put it into perspective Wuhan has over 65000 infections.There are an average of over 1500 new cases from there everyday.Even in China the government is restricting people from Wuhan to visit other places in China.And tracking down anyone who was in Wuhan in the past 2 months,0,0,20 22 2020 08:22.AM
=@jerry7nyyanks,BREAKING!!! MASS INCINERATORS MOVED TO WUHAN!! WHAT ARE THEY BURNING? https://t.co/gafZvCHJ0L via @YouTube,0,0,20 21 2020 08:21.AM
